date,Mkt-RF,SMB,HML,RF
1990-07-31,0.001,0.06,0.0363,0.0068000000000000005
1990-08-31,-0.1188,-0.049699999999999994,0.0033,0.0066
1990-09-30,-0.17379999999999998,0.0067,0.0014000000000000002,0.006
1990-10-31,0.249,0.0121,-0.0455,0.0068000000000000005
1990-11-30,-0.1412,-0.0553,-0.002,0.005699999999999999
1990-12-31,0.019299999999999998,-0.058600000000000006,-0.0361,0.006
1991-01-31,0.011899999999999999,-0.0756,0.0024,0.0052
1991-02-28,0.1229,0.1115,0.008,0.0048
1991-03-31,-0.042,0.0363,0.004,0.0044
1991-04-30,0.0218,0.0141,0.015,0.0053
1991-05-31,-0.0203,-0.0079,0.004,0.004699999999999999
1991-06-30,-0.0709,0.011699999999999999,0.035699999999999996,0.0042
1991-07-31,0.0139,-0.0351,0.01,0.0049
1991-08-31,-0.0724,-0.0495,-0.0084,0.0046
1991-09-30,0.0866,0.0178,0.0008,0.0046
1991-10-31,0.0406,0.0212,-0.0342,0.0042
1991-11-30,-0.0852,-0.023,-0.0034999999999999996,0.0039000000000000003
1991-12-31,0.025,0.01,-0.0009,0.0038
1992-01-31,-0.0567,-0.011699999999999999,0.0191,0.0034000000000000002
1992-02-29,-0.0722,0.029900000000000003,-0.006999999999999999,0.0028000000000000004
1992-03-31,-0.11449999999999999,-0.012199999999999999,0.0231,0.0034000000000000002
1992-04-30,-0.077,-0.0398,0.0545,0.0032
1992-05-31,0.0873,0.051500000000000004,-0.0241,0.0028000000000000004
1992-06-30,-0.09050000000000001,-0.0006,0.024900000000000002,0.0032
1992-07-31,-0.0327,-0.056900000000000006,-0.011200000000000002,0.0031
1992-08-31,0.1637,-0.0509,-0.0659,0.0026
1992-09-30,-0.0286,0.0361,-0.0014000000000000002,0.0026
1992-10-31,-0.053899999999999997,-0.0176,0.0118,0.0023
1992-11-30,0.018500000000000003,-0.0321,-0.013999999999999999,0.0023
1992-12-31,-0.0103,0.021,0.0233,0.0028000000000000004
1993-01-31,-0.0087,-0.0167,0.0028000000000000004,0.0023
1993-02-28,0.0435,0.0209,-0.0016,0.0022
1993-03-31,0.1585,0.0026,0.0369,0.0025
1993-04-30,0.1668,0.010700000000000001,0.0381,0.0024
1993-05-31,0.0496,0.1226,-0.0183,0.0022
1993-06-30,-0.04190000000000001,-0.0264,-0.026699999999999998,0.0025
1993-07-31,0.06709999999999999,-0.0479,0.0036,0.0024
1993-08-31,0.0215,-0.0051,0.0032,0.0025
1993-09-30,-0.052000000000000005,0.0087,-0.006500000000000001,0.0026
1993-10-31,-0.0256,-0.0767,0.0019,0.0022
1993-11-30,-0.16219999999999998,-0.0154,-0.0037,0.0025
1993-12-31,0.02,-0.0092,0.0281,0.0023
1994-01-31,0.16870000000000002,0.012,0.0359,0.0025
1994-02-28,0.0388,0.009300000000000001,0.0246,0.0021
1994-03-31,-0.0223,0.0554,0.020099999999999996,0.0027
1994-04-30,0.0329,0.022099999999999998,0.0,0.0027
1994-05-31,0.0123,-0.0203,0.0278,0.0032
1994-06-30,0.0602,0.045599999999999995,0.0385,0.0031
1994-07-31,-0.041100000000000005,0.0097,-0.0059,0.0028000000000000004
1994-08-31,-0.0029,-0.0225,0.006,0.0037
1994-09-30,-0.0322,-0.0174,0.0059,0.0037
1994-10-31,0.022000000000000002,-0.0068000000000000005,0.0095,0.0038
1994-11-30,-0.0655,-0.0194,-0.0009,0.0037
1994-12-31,0.0161,0.0053,-0.0040999999999999995,0.0044
1995-01-31,-0.06849999999999999,0.020099999999999996,-0.022099999999999998,0.0042
1995-02-28,-0.056100000000000004,-0.009000000000000001,0.0008,0.004
1995-03-31,0.086,-0.0345,0.0123,0.0046
1995-04-30,0.036699999999999997,-0.0204,-0.0183,0.0045000000000000005
1995-05-31,-0.0679,-0.026099999999999998,-0.0067,0.0054
1995-06-30,-0.046,-0.0167,0.019299999999999998,0.004699999999999999
1995-07-31,0.059000000000000004,0.0011,-0.024399999999999998,0.0045000000000000005
1995-08-31,-0.0308,0.031,-0.0053,0.004699999999999999
1995-09-30,-0.016,-0.0181,-0.0194,0.0043
1995-10-31,-0.0432,0.018600000000000002,-0.0066,0.004699999999999999
1995-11-30,0.0409,0.0074,0.0045000000000000005,0.0042
1995-12-31,0.0435,0.0178,0.025699999999999997,0.0049
1996-01-31,-0.0167,0.031400000000000004,0.0204,0.0043
1996-02-29,-0.0184,-0.0034000000000000002,-0.003,0.0039000000000000003
1996-03-31,0.026000000000000002,-0.0089,-0.0096,0.0039000000000000003
1996-04-30,0.0638,0.05,0.0125,0.0046
1996-05-31,-0.049100000000000005,0.0091,0.0063,0.0042
1996-06-30,-0.0003,-0.0169,0.011899999999999999,0.004
1996-07-31,-0.051699999999999996,-0.0124,0.0103,0.0045000000000000005
1996-08-31,-0.0472,0.0067,-0.0044,0.0040999999999999995
1996-09-30,0.024399999999999998,-0.0478,0.0043,0.0044
1996-10-31,-0.0728,0.005,0.0045000000000000005,0.0042
1996-11-30,0.0022,-0.050300000000000004,0.0137,0.0040999999999999995
1996-12-31,-0.07519999999999999,-0.0463,0.0202,0.0046
1997-01-31,-0.1118,0.0068000000000000005,0.0109,0.0045000000000000005
1997-02-28,0.0146,-0.025,-0.005,0.0039000000000000003
1997-03-31,-0.040999999999999995,-0.0437,0.0167,0.0043
1997-04-30,0.0149,-0.052300000000000006,-0.0018,0.0043
1997-05-31,0.1305,0.0432,-0.0438,0.0049
1997-06-30,0.054400000000000004,-0.0308,-0.0067,0.0037
1997-07-31,-0.0444,-0.0738,-0.0226,0.0043
1997-08-31,-0.0983,-0.0123,0.0027,0.0040999999999999995
1997-09-30,-0.0296,-0.1144,-0.0196,0.0044
1997-10-31,-0.08070000000000001,0.0808,-0.0086,0.0042
1997-11-30,-0.08349999999999999,-0.0947,-0.032,0.0039000000000000003
1997-12-31,-0.0812,-0.0669,-0.0179,0.0048
1998-01-31,0.10550000000000001,0.1335,0.0195,0.0043
1998-02-28,0.008199999999999999,0.045899999999999996,0.0101,0.0039000000000000003
1998-03-31,-0.0692,-0.0294,0.012199999999999999,0.0039000000000000003
1998-04-30,-0.0229,-0.0241,-0.0183,0.0043
1998-05-31,-0.049,0.0027,0.005699999999999999,0.004
1998-06-30,0.0031,0.0008,0.0034000000000000002,0.0040999999999999995
1998-07-31,-0.0163,0.0074,-0.0165,0.004
1998-08-31,-0.0926,0.015300000000000001,-0.0158,0.0043
1998-09-30,-0.0391,-0.0176,-0.024,0.0046
1998-10-31,0.1612,-0.0467,0.0165,0.0032
1998-11-30,0.0363,0.0138,0.0209,0.0031
1998-12-31,0.0278,0.0009,-0.019799999999999998,0.0038
1999-01-31,0.0079,-0.0048,-0.0042,0.0034999999999999996
1999-02-28,-0.026000000000000002,0.041299999999999996,-0.045700000000000005,0.0034999999999999996
1999-03-31,0.1361,-0.0060999999999999995,0.016,0.0043
1999-04-30,0.0467,0.044000000000000004,0.038900000000000004,0.0037
1999-05-31,-0.053200000000000004,-0.0019,-0.011899999999999999,0.0034000000000000002
1999-06-30,0.1047,0.09630000000000001,-0.0601,0.004
1999-07-31,0.09939999999999999,-0.0401,0.0054,0.0038
1999-08-31,0.027999999999999997,0.016,0.0004,0.0039000000000000003
1999-09-30,0.0682,-0.0233,-0.038900000000000004,0.0039000000000000003
1999-10-31,0.0621,-0.0545,-0.0571,0.0039000000000000003
1999-11-30,0.0724,-0.0525,-0.1425,0.0036
1999-12-31,0.0361,-0.0791,-0.0824,0.0044
2000-01-31,-0.0536,0.016399999999999998,0.0632,0.0040999999999999995
2000-02-29,-0.0172,0.0274,-0.0786,0.0043
2000-03-31,0.061,0.0086,0.0603,0.004699999999999999
2000-04-30,-0.0909,-0.0317,0.024399999999999998,0.0046
2000-05-31,-0.0755,0.0483,0.1005,0.005
2000-06-30,0.0592,0.0199,0.0611,0.004
2000-07-31,-0.12279999999999999,-0.0092,0.0449,0.0048
2000-08-31,0.0646,0.0148,-0.0351,0.005
2000-09-30,-0.0482,-0.031400000000000004,0.0605,0.0051
2000-10-31,-0.0757,-0.0622,0.0796,0.005600000000000001
2000-11-30,-0.030299999999999997,0.0113,0.0581,0.0051
2000-12-31,-0.0989,-0.0137,0.0779,0.005
2001-01-31,-0.0079,0.013999999999999999,-0.0579,0.0054
2001-02-28,-0.0552,0.047,0.0626,0.0038
2001-03-31,-0.0421,0.0058,0.0051,0.0042
2001-04-30,0.087,0.0016,0.0471,0.0039000000000000003
2001-05-31,-0.0013,0.0287,-0.0079,0.0032
2001-06-30,-0.053399999999999996,0.0106,0.0647,0.0028000000000000004
2001-07-31,-0.08929999999999999,-0.014499999999999999,0.0641,0.003
2001-08-31,-0.0271,0.0175,0.0824,0.0031
2001-09-30,-0.07690000000000001,-0.0101,-0.0032,0.0028000000000000004
2001-10-31,0.008,0.0302,-0.0454,0.0022
2001-11-30,-0.018000000000000002,-0.0346,-0.032,0.0017000000000000001
2001-12-31,-0.0823,-0.037200000000000004,0.016399999999999998,0.0015
2002-01-31,-0.0782,0.0194,0.015300000000000001,0.0014000000000000002
2002-02-28,0.0508,0.0043,0.030699999999999998,0.0013
2002-03-31,0.056299999999999996,0.0043,-0.0559,0.0013
2002-04-30,0.0521,0.0127,-0.0126,0.0015
2002-05-31,0.071,0.0155,0.0274,0.0014000000000000002
2002-06-30,-0.0479,0.0158,0.0161,0.0013
2002-07-31,-0.0604,0.0362,0.0319,0.0015
2002-08-31,-0.014199999999999999,-0.0132,0.018000000000000002,0.0014000000000000002
2002-09-30,-0.049400000000000006,-0.0006,0.0397,0.0014000000000000002
2002-10-31,-0.0677,-0.027200000000000002,0.0126,0.0014000000000000002
2002-11-30,0.030299999999999997,-0.0602,-0.009000000000000001,0.0012
2002-12-31,-0.0242,0.0222,0.0123,0.0011
2003-01-31,-0.0341,0.0385,0.0168,0.001
2003-02-28,0.0146,0.0206,0.0583,0.0009
2003-03-31,-0.029300000000000003,0.031400000000000004,0.0183,0.001
2003-04-30,0.0109,0.0349,0.0014000000000000002,0.001
2003-05-31,0.0453,0.0209,-0.0219,0.0009
2003-06-30,0.0712,0.0019,0.0194,0.001
2003-07-31,0.0347,-0.0106,-0.005600000000000001,0.0007000000000000001
2003-08-31,0.09789999999999999,-0.015300000000000001,0.024300000000000002,0.0007000000000000001
2003-09-30,0.0748,0.030299999999999997,-0.0168,0.0008
2003-10-31,0.0416,0.0446,-0.028399999999999998,0.0007000000000000001
2003-11-30,-0.0387,-0.0323,-0.002,0.0007000000000000001
2003-12-31,0.0647,-0.0195,0.0279,0.0008
2004-01-31,0.019799999999999998,0.0481,0.0024,0.0007000000000000001
2004-02-29,-0.0008,-0.0087,0.0231,0.0006
2004-03-31,0.1503,0.07400000000000001,0.0352,0.0009
2004-04-30,-0.0454,0.0796,-0.0381,0.0008
2004-05-31,-0.0335,-0.0337,0.0025,0.0006
2004-06-30,0.053899999999999997,0.0592,-0.011399999999999999,0.0008
2004-07-31,-0.0678,-0.0131,0.04650000000000001,0.001
2004-08-31,0.009899999999999999,0.0032,-0.0111,0.0011
2004-09-30,-0.0318,-0.0144,0.0318,0.0011
2004-10-31,0.023799999999999998,-0.0029,0.0040999999999999995,0.0011
2004-11-30,0.0381,-0.0072,-0.004,0.0015
2004-12-31,0.050300000000000004,-0.011399999999999999,0.0091,0.0016
2005-01-31,-0.012,0.0649,0.0054,0.0016
2005-02-28,0.0171,0.0159,0.022799999999999997,0.0016
2005-03-31,-0.0151,0.0138,0.0344,0.0021
2005-04-30,-0.0217,0.026000000000000002,0.004699999999999999,0.0021
2005-05-31,-0.026099999999999998,-0.0209,0.0024,0.0024
2005-06-30,0.0073,0.0194,-0.0034999999999999996,0.0023
2005-07-31,0.0066,0.0158,-0.0104,0.0024
2005-08-31,0.0667,-0.0375,-0.006999999999999999,0.003
2005-09-30,0.0793,-0.0644,0.0315,0.0029
2005-10-31,-0.0034999999999999996,0.022000000000000002,0.0115,0.0027
